schemaVersion,recordType,source.name,source.url,content.company,content.date,content.is_remote,content.role_family,content.title,collectedAt
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0250,Mistral AI,2026-09-06T10:26:03.452618Z,True,Data,Data AI specialist 0250,2026-09-07T09:16:03.460364Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0251,Scale AI,2026-09-07T09:15:03.452618Z,True,Design,Design AI specialist 0251,2026-09-07T09:16:03.460369Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0252,Perplexity,2026-09-07T09:04:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0252,2026-09-07T09:16:03.460374Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0253,OpenAI,2026-09-07T08:53:03.452618Z,True,Engineering,Engineering AI specialist 0253,2026-09-07T09:16:03.460380Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0254,Anthropic,2026-09-07T08:42:03.452618Z,True,Research,Research AI specialist 0254,2026-09-07T09:16:03.460385Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0255,Cohere,2026-09-07T08:31:03.452618Z,False,Product,Product AI specialist 0255,2026-09-07T09:16:03.460389Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0256,Mistral AI,2026-09-07T08:20:03.452618Z,True,Data,Data AI specialist 0256,2026-09-07T09:16:03.460394Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0257,Scale AI,2026-09-07T08:09:03.452618Z,True,Design,Design AI specialist 0257,2026-09-07T09:16:03.460400Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0258,Perplexity,2026-09-07T07:58:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0258,2026-09-07T09:16:03.460405Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0259,OpenAI,2026-09-07T07:47:03.452618Z,True,Engineering,Engineering AI specialist 0259,2026-09-07T09:16:03.460410Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0260,Anthropic,2026-09-07T07:36:03.452618Z,True,Research,Research AI specialist 0260,2026-09-07T09:16:03.460415Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0261,Cohere,2026-09-07T07:25:03.452618Z,False,Product,Product AI specialist 0261,2026-09-07T09:16:03.460422Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0262,Mistral AI,2026-09-07T07:14:03.452618Z,True,Data,Data AI specialist 0262,2026-09-07T09:16:03.460427Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0263,Scale AI,2026-09-07T07:03:03.452618Z,True,Design,Design AI specialist 0263,2026-09-07T09:16:03.460432Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0264,Perplexity,2026-09-07T06:52:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0264,2026-09-07T09:16:03.460437Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0265,OpenAI,2026-09-07T06:41:03.452618Z,True,Engineering,Engineering AI specialist 0265,2026-09-07T09:16:03.460443Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0266,Anthropic,2026-09-07T06:30:03.452618Z,True,Research,Research AI specialist 0266,2026-09-07T09:16:03.460448Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0267,Cohere,2026-09-07T06:19:03.452618Z,False,Product,Product AI specialist 0267,2026-09-07T09:16:03.460452Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0268,Mistral AI,2026-09-07T06:08:03.452618Z,True,Data,Data AI specialist 0268,2026-09-07T09:16:03.460457Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0269,Scale AI,2026-09-07T05:57:03.452618Z,True,Design,Design AI specialist 0269,2026-09-07T09:16:03.460464Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0270,Perplexity,2026-09-07T05:46:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0270,2026-09-07T09:16:03.460469Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0271,OpenAI,2026-09-07T05:35:03.452618Z,True,Engineering,Engineering AI specialist 0271,2026-09-07T09:16:03.460476Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0272,Anthropic,2026-09-07T05:24:03.452618Z,True,Research,Research AI specialist 0272,2026-09-07T09:16:03.460481Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0273,Cohere,2026-09-07T05:13:03.452618Z,False,Product,Product AI specialist 0273,2026-09-07T09:16:03.460486Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0274,Mistral AI,2026-09-07T05:02:03.452618Z,True,Data,Data AI specialist 0274,2026-09-07T09:16:03.460491Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0275,Scale AI,2026-09-07T04:51:03.452618Z,True,Design,Design AI specialist 0275,2026-09-07T09:16:03.460497Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0276,Perplexity,2026-09-07T04:40:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0276,2026-09-07T09:16:03.460502Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0277,OpenAI,2026-09-07T04:29:03.452618Z,True,Engineering,Engineering AI specialist 0277,2026-09-07T09:16:03.460508Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0278,Anthropic,2026-09-07T04:18:03.452618Z,True,Research,Research AI specialist 0278,2026-09-07T09:16:03.460512Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0279,Cohere,2026-09-07T04:07:03.452618Z,False,Product,Product AI specialist 0279,2026-09-07T09:16:03.460517Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0280,Mistral AI,2026-09-07T03:56:03.452618Z,True,Data,Data AI specialist 0280,2026-09-07T09:16:03.460521Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0281,Scale AI,2026-09-07T03:45:03.452618Z,True,Design,Design AI specialist 0281,2026-09-07T09:16:03.460526Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0282,Perplexity,2026-09-07T03:34:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0282,2026-09-07T09:16:03.460530Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0283,OpenAI,2026-09-07T03:23:03.452618Z,True,Engineering,Engineering AI specialist 0283,2026-09-07T09:16:03.460536Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0284,Anthropic,2026-09-07T03:12:03.452618Z,True,Research,Research AI specialist 0284,2026-09-07T09:16:03.460544Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0285,Cohere,2026-09-07T03:01:03.452618Z,False,Product,Product AI specialist 0285,2026-09-07T09:16:03.460550Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0286,Mistral AI,2026-09-07T02:50:03.452618Z,True,Data,Data AI specialist 0286,2026-09-07T09:16:03.460555Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0287,Scale AI,2026-09-07T02:39:03.452618Z,True,Design,Design AI specialist 0287,2026-09-07T09:16:03.460559Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0288,Perplexity,2026-09-07T02:28:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0288,2026-09-07T09:16:03.460564Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0289,OpenAI,2026-09-07T02:17:03.452618Z,True,Engineering,Engineering AI specialist 0289,2026-09-07T09:16:03.460570Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0290,Anthropic,2026-09-07T02:06:03.452618Z,True,Research,Research AI specialist 0290,2026-09-07T09:16:03.460575Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0291,Cohere,2026-09-07T01:55:03.452618Z,False,Product,Product AI specialist 0291,2026-09-07T09:16:03.460579Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0292,Mistral AI,2026-09-07T01:44:03.452618Z,True,Data,Data AI specialist 0292,2026-09-07T09:16:03.460585Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0293,Scale AI,2026-09-07T01:33:03.452618Z,True,Design,Design AI specialist 0293,2026-09-07T09:16:03.460591Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0294,Perplexity,2026-09-07T01:22:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0294,2026-09-07T09:16:03.460596Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0295,OpenAI,2026-09-07T01:11:03.452618Z,True,Engineering,Engineering AI specialist 0295,2026-09-07T09:16:03.460600Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0296,Anthropic,2026-09-07T01:00:03.452618Z,True,Research,Research AI specialist 0296,2026-09-07T09:16:03.460605Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0297,Cohere,2026-09-07T00:49:03.452618Z,False,Product,Product AI specialist 0297,2026-09-07T09:16:03.460609Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0298,Mistral AI,2026-09-07T00:38:03.452618Z,True,Data,Data AI specialist 0298,2026-09-07T09:16:03.460614Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0299,Scale AI,2026-09-07T00:27:03.452618Z,True,Design,Design AI specialist 0299,2026-09-07T09:16:03.460618Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0300,Perplexity,2026-09-07T00:16:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0300,2026-09-07T09:16:03.460625Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0301,OpenAI,2026-09-07T00:05:03.452618Z,True,Engineering,Engineering AI specialist 0301,2026-09-07T09:16:03.463276Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0302,Anthropic,2026-09-06T23:54:03.452618Z,True,Research,Research AI specialist 0302,2026-09-07T09:16:03.463284Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0303,Cohere,2026-09-06T23:43:03.452618Z,False,Product,Product AI specialist 0303,2026-09-07T09:16:03.463290Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0304,Mistral AI,2026-09-06T23:32:03.452618Z,True,Data,Data AI specialist 0304,2026-09-07T09:16:03.463295Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0305,Scale AI,2026-09-06T23:21:03.452618Z,True,Design,Design AI specialist 0305,2026-09-07T09:16:03.463300Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0306,Perplexity,2026-09-06T23:10:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0306,2026-09-07T09:16:03.463305Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0307,OpenAI,2026-09-06T22:59:03.452618Z,True,Engineering,Engineering AI specialist 0307,2026-09-07T09:16:03.463311Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0308,Anthropic,2026-09-06T22:48:03.452618Z,True,Research,Research AI specialist 0308,2026-09-07T09:16:03.463316Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0309,Cohere,2026-09-06T22:37:03.452618Z,False,Product,Product AI specialist 0309,2026-09-07T09:16:03.463321Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0310,Mistral AI,2026-09-06T22:26:03.452618Z,True,Data,Data AI specialist 0310,2026-09-07T09:16:03.463327Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0311,Scale AI,2026-09-06T22:15:03.452618Z,True,Design,Design AI specialist 0311,2026-09-07T09:16:03.463334Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0312,Perplexity,2026-09-06T22:04:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0312,2026-09-07T09:16:03.463339Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0313,OpenAI,2026-09-06T21:53:03.452618Z,True,Engineering,Engineering AI specialist 0313,2026-09-07T09:16:03.463344Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0314,Anthropic,2026-09-06T21:42:03.452618Z,True,Research,Research AI specialist 0314,2026-09-07T09:16:03.463349Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0315,Cohere,2026-09-06T21:31:03.452618Z,False,Product,Product AI specialist 0315,2026-09-07T09:16:03.463354Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0316,Mistral AI,2026-09-06T21:20:03.452618Z,True,Data,Data AI specialist 0316,2026-09-07T09:16:03.463360Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0317,Scale AI,2026-09-06T21:09:03.452618Z,True,Design,Design AI specialist 0317,2026-09-07T09:16:03.463365Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0318,Perplexity,2026-09-06T20:58:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0318,2026-09-07T09:16:03.463371Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0319,OpenAI,2026-09-06T20:47:03.452618Z,True,Engineering,Engineering AI specialist 0319,2026-09-07T09:16:03.463376Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0320,Anthropic,2026-09-06T20:36:03.452618Z,True,Research,Research AI specialist 0320,2026-09-07T09:16:03.463381Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0321,Cohere,2026-09-06T20:25:03.452618Z,False,Product,Product AI specialist 0321,2026-09-07T09:16:03.463385Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0322,Mistral AI,2026-09-06T20:14:03.452618Z,True,Data,Data AI specialist 0322,2026-09-07T09:16:03.463391Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0323,Scale AI,2026-09-06T20:03:03.452618Z,True,Design,Design AI specialist 0323,2026-09-07T09:16:03.463396Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0324,Perplexity,2026-09-06T19:52:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0324,2026-09-07T09:16:03.463401Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0325,OpenAI,2026-09-06T19:41:03.452618Z,True,Engineering,Engineering AI specialist 0325,2026-09-07T09:16:03.463409Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0326,Anthropic,2026-09-06T19:30:03.452618Z,True,Research,Research AI specialist 0326,2026-09-07T09:16:03.463413Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0327,Cohere,2026-09-06T19:19:03.452618Z,False,Product,Product AI specialist 0327,2026-09-07T09:16:03.463418Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0328,Mistral AI,2026-09-06T19:08:03.452618Z,True,Data,Data AI specialist 0328,2026-09-07T09:16:03.463423Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0329,Scale AI,2026-09-06T18:57:03.452618Z,True,Design,Design AI specialist 0329,2026-09-07T09:16:03.463429Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0330,Perplexity,2026-09-06T18:46:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0330,2026-09-07T09:16:03.463434Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0331,OpenAI,2026-09-06T18:35:03.452618Z,True,Engineering,Engineering AI specialist 0331,2026-09-07T09:16:03.463438Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0332,Anthropic,2026-09-06T18:24:03.452618Z,True,Research,Research AI specialist 0332,2026-09-07T09:16:03.463443Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0333,Cohere,2026-09-06T18:13:03.452618Z,False,Product,Product AI specialist 0333,2026-09-07T09:16:03.463449Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0334,Mistral AI,2026-09-06T18:02:03.452618Z,True,Data,Data AI specialist 0334,2026-09-07T09:16:03.463454Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0335,Scale AI,2026-09-06T17:51:03.452618Z,True,Design,Design AI specialist 0335,2026-09-07T09:16:03.463460Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0336,Perplexity,2026-09-06T17:40:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0336,2026-09-07T09:16:03.463464Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0337,OpenAI,2026-09-06T17:29:03.452618Z,True,Engineering,Engineering AI specialist 0337,2026-09-07T09:16:03.463469Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0338,Anthropic,2026-09-06T17:18:03.452618Z,True,Research,Research AI specialist 0338,2026-09-07T09:16:03.463474Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0339,Cohere,2026-09-06T17:07:03.452618Z,False,Product,Product AI specialist 0339,2026-09-07T09:16:03.463478Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0340,Mistral AI,2026-09-06T16:56:03.452618Z,True,Data,Data AI specialist 0340,2026-09-07T09:16:03.463483Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0341,Scale AI,2026-09-06T16:45:03.452618Z,True,Design,Design AI specialist 0341,2026-09-07T09:16:03.463489Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0342,Perplexity,2026-09-06T16:34:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0342,2026-09-07T09:16:03.463494Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0343,OpenAI,2026-09-06T16:23:03.452618Z,True,Engineering,Engineering AI specialist 0343,2026-09-07T09:16:03.463500Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0344,Anthropic,2026-09-06T16:12:03.452618Z,True,Research,Research AI specialist 0344,2026-09-07T09:16:03.463505Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0345,Cohere,2026-09-06T16:01:03.452618Z,False,Product,Product AI specialist 0345,2026-09-07T09:16:03.463509Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0346,Mistral AI,2026-09-06T15:50:03.452618Z,True,Data,Data AI specialist 0346,2026-09-07T09:16:03.463514Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0347,Scale AI,2026-09-06T15:39:03.452618Z,True,Design,Design AI specialist 0347,2026-09-07T09:16:03.463520Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0348,Perplexity,2026-09-06T15:28:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0348,2026-09-07T09:16:03.463525Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0349,OpenAI,2026-09-06T15:17:03.452618Z,True,Engineering,Engineering AI specialist 0349,2026-09-07T09:16:03.463531Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0350,Anthropic,2026-09-06T15:06:03.452618Z,True,Research,Research AI specialist 0350,2026-09-07T09:16:03.463536Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0351,Cohere,2026-09-06T14:55:03.452618Z,False,Product,Product AI specialist 0351,2026-09-07T09:16:03.463542Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0352,Mistral AI,2026-09-06T14:44:03.452618Z,True,Data,Data AI specialist 0352,2026-09-07T09:16:03.463546Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0353,Scale AI,2026-09-06T14:33:03.452618Z,True,Design,Design AI specialist 0353,2026-09-07T09:16:03.463552Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0354,Perplexity,2026-09-06T14:22:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0354,2026-09-07T09:16:03.463557Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0355,OpenAI,2026-09-06T14:11:03.452618Z,True,Engineering,Engineering AI specialist 0355,2026-09-07T09:16:03.463564Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0356,Anthropic,2026-09-06T14:00:03.452618Z,True,Research,Research AI specialist 0356,2026-09-07T09:16:03.463570Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0357,Cohere,2026-09-06T13:49:03.452618Z,False,Product,Product AI specialist 0357,2026-09-07T09:16:03.463576Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0358,Mistral AI,2026-09-06T13:38:03.452618Z,True,Data,Data AI specialist 0358,2026-09-07T09:16:03.463581Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0359,Scale AI,2026-09-06T13:27:03.452618Z,True,Design,Design AI specialist 0359,2026-09-07T09:16:03.463586Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0360,Perplexity,2026-09-06T13:16:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0360,2026-09-07T09:16:03.463591Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0361,OpenAI,2026-09-06T13:05:03.452618Z,True,Engineering,Engineering AI specialist 0361,2026-09-07T09:16:03.463597Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0362,Anthropic,2026-09-06T12:54:03.452618Z,True,Research,Research AI specialist 0362,2026-09-07T09:16:03.463601Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0363,Cohere,2026-09-06T12:43:03.452618Z,False,Product,Product AI specialist 0363,2026-09-07T09:16:03.463606Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0364,Mistral AI,2026-09-06T12:32:03.452618Z,True,Data,Data AI specialist 0364,2026-09-07T09:16:03.463612Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0365,Scale AI,2026-09-06T12:21:03.452618Z,True,Design,Design AI specialist 0365,2026-09-07T09:16:03.463617Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0366,Perplexity,2026-09-06T12:10:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0366,2026-09-07T09:16:03.463621Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0367,OpenAI,2026-09-06T11:59:03.452618Z,True,Engineering,Engineering AI specialist 0367,2026-09-07T09:16:03.463626Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0368,Anthropic,2026-09-06T11:48:03.452618Z,True,Research,Research AI specialist 0368,2026-09-07T09:16:03.463630Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0369,Cohere,2026-09-06T11:37:03.452618Z,False,Product,Product AI specialist 0369,2026-09-07T09:16:03.463635Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0370,Mistral AI,2026-09-06T11:26:03.452618Z,True,Data,Data AI specialist 0370,2026-09-07T09:16:03.463640Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0371,Scale AI,2026-09-06T11:15:03.452618Z,True,Design,Design AI specialist 0371,2026-09-07T09:16:03.463645Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0372,Perplexity,2026-09-06T11:04:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0372,2026-09-07T09:16:03.463650Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0373,OpenAI,2026-09-06T10:53:03.452618Z,True,Engineering,Engineering AI specialist 0373,2026-09-07T09:16:03.463655Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0374,Anthropic,2026-09-06T10:42:03.452618Z,True,Research,Research AI specialist 0374,2026-09-07T09:16:03.463661Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0375,Cohere,2026-09-06T10:31:03.452618Z,False,Product,Product AI specialist 0375,2026-09-07T09:16:03.463667Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0376,Mistral AI,2026-09-06T10:20:03.452618Z,True,Data,Data AI specialist 0376,2026-09-07T09:16:03.463672Z
1.0,JOB,Wellfound AI Jobs,https://wellfound.com/jobs?job=frontieratlas-0377,Scale AI,2026-09-07T09:09:03.452618Z,True,Design,Design AI specialist 0377,2026-09-07T09:16:03.463677Z
1.0,JOB,AI Jobs,https://aijobs.net/?job=frontieratlas-0378,Perplexity,2026-09-07T08:58:03.452618Z,False,Go-to-market,Go-to-market AI specialist 0378,2026-09-07T09:16:03.463702Z
1.0,JOB,Otta AI,https://otta.com/jobs?job=frontieratlas-0379,OpenAI,2026-09-07T08:47:03.452618Z,True,Engineering,Engineering AI specialist 0379,2026-09-07T09:16:03.463711Z
1.0,JOB,Greenhouse AI Jobs,https://www.greenhouse.com/jobs?job=frontieratlas-0380,Anthropic,2026-09-07T08:36:03.452618Z,True,Research,Research AI specialist 0380,2026-09-07T09:16:03.463719Z
1.0,JOB,LinkedIn AI Jobs,https://www.linkedin.com/jobs/ai-jobs/?job=frontieratlas-0381,Cohere,2026-09-07T08:25:03.452618Z,False,Product,Product AI specialist 0381,2026-09-07T09:16:03.463725Z
