schemaVersion,recordType,source.name,source.url,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0176: Agents,"['Researcher 80', 'Researcher 19']",https://arxiv.org/abs/2601.00176,https://github.com/frontieratlas/paper-0176,6512,2026-03-15T09:16:03.451621Z,2026-09-07T09:16:03.456431Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0177: Language Models,"['Researcher 81', 'Researcher 20']",https://arxiv.org/abs/2601.00177,https://github.com/frontieratlas/paper-0177,6549,2026-03-14T09:16:03.451621Z,2026-09-07T09:16:03.456437Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0178: Multimodal Learning,"['Researcher 82', 'Researcher 21']",https://arxiv.org/abs/2601.00178,https://github.com/frontieratlas/paper-0178,6586,2026-03-13T09:16:03.451621Z,2026-09-07T09:16:03.456442Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0179: Robotics,"['Researcher 83', 'Researcher 22']",https://arxiv.org/abs/2601.00179,https://github.com/frontieratlas/paper-0179,6623,2026-03-12T09:16:03.451621Z,2026-09-07T09:16:03.456448Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0180: Alignment,"['Researcher 84', 'Researcher 23']",https://arxiv.org/abs/2601.00180,https://github.com/frontieratlas/paper-0180,6660,2026-03-11T09:16:03.451621Z,2026-09-07T09:16:03.456453Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0181: Computer Vision,"['Researcher 85', 'Researcher 24']",https://arxiv.org/abs/2601.00181,https://github.com/frontieratlas/paper-0181,6697,2026-03-10T09:16:03.451621Z,2026-09-07T09:16:03.456461Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0182: Generative Modeling,"['Researcher 86', 'Researcher 25']",https://arxiv.org/abs/2601.00182,https://github.com/frontieratlas/paper-0182,6734,2026-03-09T09:16:03.451621Z,2026-09-07T09:16:03.456468Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0183: Retrieval,"['Researcher 87', 'Researcher 26']",https://arxiv.org/abs/2601.00183,https://github.com/frontieratlas/paper-0183,6771,2026-03-08T09:16:03.451621Z,2026-09-07T09:16:03.456474Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0184: Agents,"['Researcher 88', 'Researcher 27']",https://arxiv.org/abs/2601.00184,https://github.com/frontieratlas/paper-0184,6808,2026-03-07T09:16:03.451621Z,2026-09-07T09:16:03.456479Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0185: Language Models,"['Researcher 89', 'Researcher 28']",https://arxiv.org/abs/2601.00185,https://github.com/frontieratlas/paper-0185,6845,2026-03-06T09:16:03.451621Z,2026-09-07T09:16:03.456485Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0186: Multimodal Learning,"['Researcher 90', 'Researcher 29']",https://arxiv.org/abs/2601.00186,https://github.com/frontieratlas/paper-0186,6882,2026-03-05T09:16:03.451621Z,2026-09-07T09:16:03.456490Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0187: Robotics,"['Researcher 91', 'Researcher 30']",https://arxiv.org/abs/2601.00187,https://github.com/frontieratlas/paper-0187,6919,2026-03-04T09:16:03.451621Z,2026-09-07T09:16:03.456495Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0188: Alignment,"['Researcher 92', 'Researcher 31']",https://arxiv.org/abs/2601.00188,https://github.com/frontieratlas/paper-0188,6956,2026-03-03T09:16:03.451621Z,2026-09-07T09:16:03.456502Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0189: Computer Vision,"['Researcher 93', 'Researcher 32']",https://arxiv.org/abs/2601.00189,https://github.com/frontieratlas/paper-0189,6993,2026-03-02T09:16:03.451621Z,2026-09-07T09:16:03.456510Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0190: Generative Modeling,"['Researcher 94', 'Researcher 33']",https://arxiv.org/abs/2601.00190,https://github.com/frontieratlas/paper-0190,7030,2026-03-01T09:16:03.451621Z,2026-09-07T09:16:03.456516Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0191: Retrieval,"['Researcher 95', 'Researcher 34']",https://arxiv.org/abs/2601.00191,https://github.com/frontieratlas/paper-0191,7067,2026-02-28T09:16:03.451621Z,2026-09-07T09:16:03.456522Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0192: Agents,"['Researcher 96', 'Researcher 35']",https://arxiv.org/abs/2601.00192,https://github.com/frontieratlas/paper-0192,7104,2026-02-27T09:16:03.451621Z,2026-09-07T09:16:03.456529Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0193: Language Models,"['Researcher 97', 'Researcher 36']",https://arxiv.org/abs/2601.00193,https://github.com/frontieratlas/paper-0193,7141,2026-02-26T09:16:03.451621Z,2026-09-07T09:16:03.456534Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0194: Multimodal Learning,"['Researcher 1', 'Researcher 37']",https://arxiv.org/abs/2601.00194,https://github.com/frontieratlas/paper-0194,7178,2026-02-25T09:16:03.451621Z,2026-09-07T09:16:03.456540Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0195: Robotics,"['Researcher 2', 'Researcher 38']",https://arxiv.org/abs/2601.00195,https://github.com/frontieratlas/paper-0195,7215,2026-02-24T09:16:03.451621Z,2026-09-07T09:16:03.456546Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0196: Alignment,"['Researcher 3', 'Researcher 39']",https://arxiv.org/abs/2601.00196,https://github.com/frontieratlas/paper-0196,7252,2026-02-23T09:16:03.451621Z,2026-09-07T09:16:03.456553Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0197: Computer Vision,"['Researcher 4', 'Researcher 40']",https://arxiv.org/abs/2601.00197,https://github.com/frontieratlas/paper-0197,7289,2026-02-22T09:16:03.451621Z,2026-09-07T09:16:03.456559Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0198: Generative Modeling,"['Researcher 5', 'Researcher 41']",https://arxiv.org/abs/2601.00198,https://github.com/frontieratlas/paper-0198,7326,2026-02-21T09:16:03.451621Z,2026-09-07T09:16:03.456564Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0199: Retrieval,"['Researcher 6', 'Researcher 42']",https://arxiv.org/abs/2601.00199,https://github.com/frontieratlas/paper-0199,7363,2026-02-20T09:16:03.451621Z,2026-09-07T09:16:03.456571Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0200: Agents,"['Researcher 7', 'Researcher 43']",https://arxiv.org/abs/2601.00200,https://github.com/frontieratlas/paper-0200,7400,2026-02-19T09:16:03.451621Z,2026-09-07T09:16:03.456577Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0201: Language Models,"['Researcher 8', 'Researcher 44']",https://arxiv.org/abs/2601.00201,https://github.com/frontieratlas/paper-0201,7437,2026-02-18T09:16:03.451621Z,2026-09-07T09:16:03.459448Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0202: Multimodal Learning,"['Researcher 9', 'Researcher 45']",https://arxiv.org/abs/2601.00202,https://github.com/frontieratlas/paper-0202,7474,2026-02-17T09:16:03.451621Z,2026-09-07T09:16:03.459458Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0203: Robotics,"['Researcher 10', 'Researcher 46']",https://arxiv.org/abs/2601.00203,https://github.com/frontieratlas/paper-0203,7511,2026-02-16T09:16:03.451621Z,2026-09-07T09:16:03.459464Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0204: Alignment,"['Researcher 11', 'Researcher 47']",https://arxiv.org/abs/2601.00204,https://github.com/frontieratlas/paper-0204,7548,2026-02-15T09:16:03.451621Z,2026-09-07T09:16:03.459470Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0205: Computer Vision,"['Researcher 12', 'Researcher 48']",https://arxiv.org/abs/2601.00205,https://github.com/frontieratlas/paper-0205,7585,2026-02-14T09:16:03.451621Z,2026-09-07T09:16:03.459476Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0206: Generative Modeling,"['Researcher 13', 'Researcher 49']",https://arxiv.org/abs/2601.00206,https://github.com/frontieratlas/paper-0206,7622,2026-02-13T09:16:03.451621Z,2026-09-07T09:16:03.459484Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0207: Retrieval,"['Researcher 14', 'Researcher 50']",https://arxiv.org/abs/2601.00207,https://github.com/frontieratlas/paper-0207,7659,2026-02-12T09:16:03.451621Z,2026-09-07T09:16:03.459489Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0208: Agents,"['Researcher 15', 'Researcher 51']",https://arxiv.org/abs/2601.00208,https://github.com/frontieratlas/paper-0208,7696,2026-02-11T09:16:03.451621Z,2026-09-07T09:16:03.459495Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0209: Language Models,"['Researcher 16', 'Researcher 52']",https://arxiv.org/abs/2601.00209,https://github.com/frontieratlas/paper-0209,7733,2026-02-10T09:16:03.451621Z,2026-09-07T09:16:03.459500Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0210: Multimodal Learning,"['Researcher 17', 'Researcher 53']",https://arxiv.org/abs/2601.00210,https://github.com/frontieratlas/paper-0210,7770,2026-02-09T09:16:03.451621Z,2026-09-07T09:16:03.459506Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0211: Robotics,"['Researcher 18', 'Researcher 54']",https://arxiv.org/abs/2601.00211,https://github.com/frontieratlas/paper-0211,7807,2026-02-08T09:16:03.451621Z,2026-09-07T09:16:03.459513Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0212: Alignment,"['Researcher 19', 'Researcher 2']",https://arxiv.org/abs/2601.00212,https://github.com/frontieratlas/paper-0212,7844,2026-02-07T09:16:03.451621Z,2026-09-07T09:16:03.459520Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0213: Computer Vision,"['Researcher 20', 'Researcher 3']",https://arxiv.org/abs/2601.00213,https://github.com/frontieratlas/paper-0213,7881,2026-02-06T09:16:03.451621Z,2026-09-07T09:16:03.459527Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0214: Generative Modeling,"['Researcher 21', 'Researcher 4']",https://arxiv.org/abs/2601.00214,https://github.com/frontieratlas/paper-0214,7918,2026-02-05T09:16:03.451621Z,2026-09-07T09:16:03.459534Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0215: Retrieval,"['Researcher 22', 'Researcher 5']",https://arxiv.org/abs/2601.00215,https://github.com/frontieratlas/paper-0215,7955,2026-02-04T09:16:03.451621Z,2026-09-07T09:16:03.459540Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0216: Agents,"['Researcher 23', 'Researcher 6']",https://arxiv.org/abs/2601.00216,https://github.com/frontieratlas/paper-0216,7992,2026-02-03T09:16:03.451621Z,2026-09-07T09:16:03.459545Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0217: Language Models,"['Researcher 24', 'Researcher 7']",https://arxiv.org/abs/2601.00217,https://github.com/frontieratlas/paper-0217,8029,2026-02-02T09:16:03.451621Z,2026-09-07T09:16:03.459552Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0218: Multimodal Learning,"['Researcher 25', 'Researcher 8']",https://arxiv.org/abs/2601.00218,https://github.com/frontieratlas/paper-0218,8066,2026-02-01T09:16:03.451621Z,2026-09-07T09:16:03.459558Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0219: Robotics,"['Researcher 26', 'Researcher 9']",https://arxiv.org/abs/2601.00219,https://github.com/frontieratlas/paper-0219,8103,2026-01-31T09:16:03.451621Z,2026-09-07T09:16:03.459564Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0220: Alignment,"['Researcher 27', 'Researcher 10']",https://arxiv.org/abs/2601.00220,https://github.com/frontieratlas/paper-0220,8140,2026-01-30T09:16:03.451621Z,2026-09-07T09:16:03.459569Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0221: Computer Vision,"['Researcher 28', 'Researcher 11']",https://arxiv.org/abs/2601.00221,https://github.com/frontieratlas/paper-0221,8177,2026-01-29T09:16:03.451621Z,2026-09-07T09:16:03.459575Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0222: Generative Modeling,"['Researcher 29', 'Researcher 12']",https://arxiv.org/abs/2601.00222,https://github.com/frontieratlas/paper-0222,8214,2026-01-28T09:16:03.451621Z,2026-09-07T09:16:03.459584Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0223: Retrieval,"['Researcher 30', 'Researcher 13']",https://arxiv.org/abs/2601.00223,https://github.com/frontieratlas/paper-0223,8251,2026-01-27T09:16:03.451621Z,2026-09-07T09:16:03.459590Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0224: Agents,"['Researcher 31', 'Researcher 14']",https://arxiv.org/abs/2601.00224,https://github.com/frontieratlas/paper-0224,8288,2026-01-26T09:16:03.451621Z,2026-09-07T09:16:03.459596Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0225: Language Models,"['Researcher 32', 'Researcher 15']",https://arxiv.org/abs/2601.00225,https://github.com/frontieratlas/paper-0225,8325,2026-01-25T09:16:03.451621Z,2026-09-07T09:16:03.459602Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0226: Multimodal Learning,"['Researcher 33', 'Researcher 16']",https://arxiv.org/abs/2601.00226,https://github.com/frontieratlas/paper-0226,8362,2026-01-24T09:16:03.451621Z,2026-09-07T09:16:03.459607Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0227: Robotics,"['Researcher 34', 'Researcher 17']",https://arxiv.org/abs/2601.00227,https://github.com/frontieratlas/paper-0227,8399,2026-01-23T09:16:03.451621Z,2026-09-07T09:16:03.459613Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0228: Alignment,"['Researcher 35', 'Researcher 18']",https://arxiv.org/abs/2601.00228,https://github.com/frontieratlas/paper-0228,8436,2026-01-22T09:16:03.451621Z,2026-09-07T09:16:03.459618Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0229: Computer Vision,"['Researcher 36', 'Researcher 19']",https://arxiv.org/abs/2601.00229,https://github.com/frontieratlas/paper-0229,8473,2026-01-21T09:16:03.451621Z,2026-09-07T09:16:03.459625Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0230: Generative Modeling,"['Researcher 37', 'Researcher 20']",https://arxiv.org/abs/2601.00230,https://github.com/frontieratlas/paper-0230,8510,2026-01-20T09:16:03.451621Z,2026-09-07T09:16:03.459633Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0231: Retrieval,"['Researcher 38', 'Researcher 21']",https://arxiv.org/abs/2601.00231,https://github.com/frontieratlas/paper-0231,8547,2026-01-19T09:16:03.451621Z,2026-09-07T09:16:03.459640Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0232: Agents,"['Researcher 39', 'Researcher 22']",https://arxiv.org/abs/2601.00232,https://github.com/frontieratlas/paper-0232,8584,2026-01-18T09:16:03.451621Z,2026-09-07T09:16:03.459647Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0233: Language Models,"['Researcher 40', 'Researcher 23']",https://arxiv.org/abs/2601.00233,https://github.com/frontieratlas/paper-0233,8621,2026-01-17T09:16:03.451621Z,2026-09-07T09:16:03.459653Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0234: Multimodal Learning,"['Researcher 41', 'Researcher 24']",https://arxiv.org/abs/2601.00234,https://github.com/frontieratlas/paper-0234,8658,2026-01-16T09:16:03.451621Z,2026-09-07T09:16:03.459659Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0235: Robotics,"['Researcher 42', 'Researcher 25']",https://arxiv.org/abs/2601.00235,https://github.com/frontieratlas/paper-0235,8695,2026-01-15T09:16:03.451621Z,2026-09-07T09:16:03.459664Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0236: Alignment,"['Researcher 43', 'Researcher 26']",https://arxiv.org/abs/2601.00236,https://github.com/frontieratlas/paper-0236,8732,2026-01-14T09:16:03.451621Z,2026-09-07T09:16:03.459670Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0237: Computer Vision,"['Researcher 44', 'Researcher 27']",https://arxiv.org/abs/2601.00237,https://github.com/frontieratlas/paper-0237,8769,2026-01-13T09:16:03.451621Z,2026-09-07T09:16:03.459676Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0238: Generative Modeling,"['Researcher 45', 'Researcher 28']",https://arxiv.org/abs/2601.00238,https://github.com/frontieratlas/paper-0238,8806,2026-01-12T09:16:03.451621Z,2026-09-07T09:16:03.459704Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0239: Retrieval,"['Researcher 46', 'Researcher 29']",https://arxiv.org/abs/2601.00239,https://github.com/frontieratlas/paper-0239,8843,2026-01-11T09:16:03.451621Z,2026-09-07T09:16:03.459712Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0240: Agents,"['Researcher 47', 'Researcher 30']",https://arxiv.org/abs/2601.00240,https://github.com/frontieratlas/paper-0240,8880,2026-01-10T09:16:03.451621Z,2026-09-07T09:16:03.459718Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0241: Language Models,"['Researcher 48', 'Researcher 31']",https://arxiv.org/abs/2601.00241,https://github.com/frontieratlas/paper-0241,8917,2026-01-09T09:16:03.451621Z,2026-09-07T09:16:03.459724Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0242: Multimodal Learning,"['Researcher 49', 'Researcher 32']",https://arxiv.org/abs/2601.00242,https://github.com/frontieratlas/paper-0242,8954,2026-01-08T09:16:03.451621Z,2026-09-07T09:16:03.459731Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0243: Robotics,"['Researcher 50', 'Researcher 33']",https://arxiv.org/abs/2601.00243,https://github.com/frontieratlas/paper-0243,8991,2026-01-07T09:16:03.451621Z,2026-09-07T09:16:03.459737Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0244: Alignment,"['Researcher 51', 'Researcher 34']",https://arxiv.org/abs/2601.00244,https://github.com/frontieratlas/paper-0244,9028,2026-01-06T09:16:03.451621Z,2026-09-07T09:16:03.459742Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0245: Computer Vision,"['Researcher 52', 'Researcher 35']",https://arxiv.org/abs/2601.00245,https://github.com/frontieratlas/paper-0245,9065,2026-01-05T09:16:03.451621Z,2026-09-07T09:16:03.459749Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0246: Generative Modeling,"['Researcher 53', 'Researcher 36']",https://arxiv.org/abs/2601.00246,https://github.com/frontieratlas/paper-0246,9102,2026-01-04T09:16:03.451621Z,2026-09-07T09:16:03.459757Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0247: Retrieval,"['Researcher 54', 'Researcher 37']",https://arxiv.org/abs/2601.00247,https://github.com/frontieratlas/paper-0247,9139,2026-01-03T09:16:03.451621Z,2026-09-07T09:16:03.459762Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0248: Agents,"['Researcher 55', 'Researcher 38']",https://arxiv.org/abs/2601.00248,https://github.com/frontieratlas/paper-0248,9176,2026-01-02T09:16:03.451621Z,2026-09-07T09:16:03.459769Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0249: Language Models,"['Researcher 56', 'Researcher 39']",https://arxiv.org/abs/2601.00249,https://github.com/frontieratlas/paper-0249,9213,2026-01-01T09:16:03.451621Z,2026-09-07T09:16:03.459777Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0250: Multimodal Learning,"['Researcher 57', 'Researcher 40']",https://arxiv.org/abs/2601.00250,https://github.com/frontieratlas/paper-0250,9250,2025-12-31T09:16:03.451621Z,2026-09-07T09:16:03.459785Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0251: Robotics,"['Researcher 58', 'Researcher 41']",https://arxiv.org/abs/2601.00251,https://github.com/frontieratlas/paper-0251,9287,2025-12-30T09:16:03.451621Z,2026-09-07T09:16:03.459793Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0252: Alignment,"['Researcher 59', 'Researcher 42']",https://arxiv.org/abs/2601.00252,https://github.com/frontieratlas/paper-0252,9324,2025-12-29T09:16:03.451621Z,2026-09-07T09:16:03.459800Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0253: Computer Vision,"['Researcher 60', 'Researcher 43']",https://arxiv.org/abs/2601.00253,https://github.com/frontieratlas/paper-0253,9361,2025-12-28T09:16:03.451621Z,2026-09-07T09:16:03.459807Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0254: Generative Modeling,"['Researcher 61', 'Researcher 44']",https://arxiv.org/abs/2601.00254,https://github.com/frontieratlas/paper-0254,9398,2025-12-27T09:16:03.451621Z,2026-09-07T09:16:03.459812Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0255: Retrieval,"['Researcher 62', 'Researcher 45']",https://arxiv.org/abs/2601.00255,https://github.com/frontieratlas/paper-0255,9435,2025-12-26T09:16:03.451621Z,2026-09-07T09:16:03.459818Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0256: Agents,"['Researcher 63', 'Researcher 46']",https://arxiv.org/abs/2601.00256,https://github.com/frontieratlas/paper-0256,9472,2025-12-25T09:16:03.451621Z,2026-09-07T09:16:03.459823Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0257: Language Models,"['Researcher 64', 'Researcher 47']",https://arxiv.org/abs/2601.00257,https://github.com/frontieratlas/paper-0257,9509,2025-12-24T09:16:03.451621Z,2026-09-07T09:16:03.459830Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0258: Multimodal Learning,"['Researcher 65', 'Researcher 48']",https://arxiv.org/abs/2601.00258,https://github.com/frontieratlas/paper-0258,9546,2025-12-23T09:16:03.451621Z,2026-09-07T09:16:03.459837Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0259: Robotics,"['Researcher 66', 'Researcher 49']",https://arxiv.org/abs/2601.00259,https://github.com/frontieratlas/paper-0259,9583,2025-12-22T09:16:03.451621Z,2026-09-07T09:16:03.459842Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0260: Alignment,"['Researcher 67', 'Researcher 50']",https://arxiv.org/abs/2601.00260,https://github.com/frontieratlas/paper-0260,9620,2025-12-21T09:16:03.451621Z,2026-09-07T09:16:03.459849Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0261: Computer Vision,"['Researcher 68', 'Researcher 51']",https://arxiv.org/abs/2601.00261,https://github.com/frontieratlas/paper-0261,9657,2025-12-20T09:16:03.451621Z,2026-09-07T09:16:03.459855Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0262: Generative Modeling,"['Researcher 69', 'Researcher 52']",https://arxiv.org/abs/2601.00262,https://github.com/frontieratlas/paper-0262,9694,2025-12-19T09:16:03.451621Z,2026-09-07T09:16:03.459863Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0263: Retrieval,"['Researcher 70', 'Researcher 53']",https://arxiv.org/abs/2601.00263,https://github.com/frontieratlas/paper-0263,9731,2025-12-18T09:16:03.451621Z,2026-09-07T09:16:03.459868Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0264: Agents,"['Researcher 71', 'Researcher 54']",https://arxiv.org/abs/2601.00264,https://github.com/frontieratlas/paper-0264,9768,2025-12-17T09:16:03.451621Z,2026-09-07T09:16:03.459874Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0265: Language Models,"['Researcher 72', 'Researcher 2']",https://arxiv.org/abs/2601.00265,https://github.com/frontieratlas/paper-0265,9805,2025-12-16T09:16:03.451621Z,2026-09-07T09:16:03.459879Z
1.0,RESEARCH_PAPER,arXiv (deterministic assessment fixture),https://arxiv.org/,Frontier Study 0266: Multimodal Learning,"['Researcher 73', 'Researcher 3']",https://arxiv.org/abs/2601.00266,https://github.com/frontieratlas/paper-0266,9842,2025-12-15T09:16:03.451621Z,2026-09-07T09:16:03.459885Z
