raw_name,canonical_name,confidence,match_method,entity_type
Jasper Labs 0371,Jasper Labs 0371,60.0,below_threshold,STARTUP
Glean Labs 0372,Glean Labs 0372,60.87,below_threshold,STARTUP
Harvey Labs 0373,Harvey Labs 0373,60.0,below_threshold,STARTUP
Pika Labs 0374,Pika Labs 0374,50.0,below_threshold,STARTUP
Suno Labs 0375,Suno Labs 0375,50.0,below_threshold,STARTUP
Together AI Labs 0376,Together AI Labs 0376,71.43,below_threshold,STARTUP
Groq Labs 0377,Groq Labs 0377,50.0,below_threshold,STARTUP
Replicate Labs 0378,Replicate Labs 0378,69.23,below_threshold,STARTUP
Weights & Biases Labs 0379,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0380,LangChain Labs 0380,69.23,below_threshold,STARTUP
Luma AI Labs 0381,Luma AI Labs 0381,60.0,below_threshold,STARTUP
Figure AI Labs 0382,Figure AI Labs 0382,66.67,below_threshold,STARTUP
Anduril Labs 0383,Anduril Labs 0383,63.64,below_threshold,STARTUP
Wayve Labs 0384,Wayve Labs 0384,55.56,below_threshold,STARTUP
Abridge Labs 0385,Abridge Labs 0385,63.64,below_threshold,STARTUP
Insitro Labs 0386,Insitro Labs 0386,63.64,below_threshold,STARTUP
Nscale Labs 0387,Nscale Labs 0387,60.0,below_threshold,STARTUP
Vanta Labs 0388,Vanta Labs 0388,55.56,below_threshold,STARTUP
Pinecone Labs 0389,Pinecone Labs 0389,66.67,below_threshold,STARTUP
Modal Labs 0390,Modal Labs 0390,55.56,below_threshold,STARTUP
Baseten Labs 0391,Baseten Labs 0391,63.64,below_threshold,STARTUP
Writer Labs 0392,Writer Labs 0392,60.0,below_threshold,STARTUP
Tome Labs 0393,Tome Labs 0393,50.0,below_threshold,STARTUP
Descript Labs 0394,Descript Labs 0394,66.67,below_threshold,STARTUP
AssemblyAI Labs 0395,AssemblyAI Labs 0395,71.43,below_threshold,STARTUP
DeepL Labs 0396,DeepL Labs 0396,55.56,below_threshold,STARTUP
Sakana AI Labs 0397,Sakana AI Labs 0397,66.67,below_threshold,STARTUP
Thinking Machines Labs 0398,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0399,Poolside Labs 0399,66.67,below_threshold,STARTUP
Magic Labs 0400,Magic Labs 0400,55.56,below_threshold,STARTUP
OpenAI Labs 0401,OpenAI Labs 0401,60.0,below_threshold,STARTUP
Anthropic Labs 0402,Anthropic Labs 0402,69.23,below_threshold,STARTUP
Cohere Labs 0403,Cohere Labs 0403,60.0,below_threshold,STARTUP
Mistral AI Labs 0404,Mistral AI Labs 0404,69.23,below_threshold,STARTUP
Hugging Face Labs 0405,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0406,Scale AI Labs 0406,63.64,below_threshold,STARTUP
Perplexity Labs 0407,Perplexity Labs 0407,71.43,below_threshold,STARTUP
Runway Labs 0408,Runway Labs 0408,60.0,below_threshold,STARTUP
Character AI Labs 0409,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0410,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0411,ElevenLabs Labs 0411,71.43,below_threshold,STARTUP
Cursor Labs 0412,Cursor Labs 0412,60.0,below_threshold,STARTUP
Replit Labs 0413,Replit Labs 0413,60.0,below_threshold,STARTUP
Databricks Labs 0414,Databricks Labs 0414,71.43,below_threshold,STARTUP
Snowflake Labs 0415,Snowflake Labs 0415,69.23,below_threshold,STARTUP
NVIDIA Labs 0416,NVIDIA Labs 0416,60.0,below_threshold,STARTUP
DeepMind Labs 0417,DeepMind Labs 0417,66.67,below_threshold,STARTUP
xAI Labs 0418,xAI Labs 0418,42.86,below_threshold,STARTUP
Adept Labs 0419,Adept Labs 0419,55.56,below_threshold,STARTUP
Inflection Labs 0420,Inflection Labs 0420,71.43,below_threshold,STARTUP
Jasper Labs 0421,Jasper Labs 0421,60.0,below_threshold,STARTUP
Glean Labs 0422,Glean Labs 0422,60.87,below_threshold,STARTUP
Harvey Labs 0423,Harvey Labs 0423,60.0,below_threshold,STARTUP
Pika Labs 0424,Pika Labs 0424,50.0,below_threshold,STARTUP
Suno Labs 0425,Suno Labs 0425,50.0,below_threshold,STARTUP
Together AI Labs 0426,Together AI Labs 0426,71.43,below_threshold,STARTUP
Groq Labs 0427,Groq Labs 0427,50.0,below_threshold,STARTUP
Replicate Labs 0428,Replicate Labs 0428,69.23,below_threshold,STARTUP
Weights & Biases Labs 0429,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0430,LangChain Labs 0430,69.23,below_threshold,STARTUP
Luma AI Labs 0431,Luma AI Labs 0431,60.0,below_threshold,STARTUP
Figure AI Labs 0432,Figure AI Labs 0432,66.67,below_threshold,STARTUP
Anduril Labs 0433,Anduril Labs 0433,63.64,below_threshold,STARTUP
Wayve Labs 0434,Wayve Labs 0434,55.56,below_threshold,STARTUP
Abridge Labs 0435,Abridge Labs 0435,63.64,below_threshold,STARTUP
Insitro Labs 0436,Insitro Labs 0436,63.64,below_threshold,STARTUP
Nscale Labs 0437,Nscale Labs 0437,60.0,below_threshold,STARTUP
Vanta Labs 0438,Vanta Labs 0438,55.56,below_threshold,STARTUP
Pinecone Labs 0439,Pinecone Labs 0439,66.67,below_threshold,STARTUP
Modal Labs 0440,Modal Labs 0440,55.56,below_threshold,STARTUP
Baseten Labs 0441,Baseten Labs 0441,63.64,below_threshold,STARTUP
Writer Labs 0442,Writer Labs 0442,60.0,below_threshold,STARTUP
Tome Labs 0443,Tome Labs 0443,50.0,below_threshold,STARTUP
Descript Labs 0444,Descript Labs 0444,66.67,below_threshold,STARTUP
AssemblyAI Labs 0445,AssemblyAI Labs 0445,71.43,below_threshold,STARTUP
DeepL Labs 0446,DeepL Labs 0446,55.56,below_threshold,STARTUP
Sakana AI Labs 0447,Sakana AI Labs 0447,66.67,below_threshold,STARTUP
Thinking Machines Labs 0448,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0449,Poolside Labs 0449,66.67,below_threshold,STARTUP
Magic Labs 0450,Magic Labs 0450,55.56,below_threshold,STARTUP
OpenAI Labs 0451,OpenAI Labs 0451,60.0,below_threshold,STARTUP
Anthropic Labs 0452,Anthropic Labs 0452,69.23,below_threshold,STARTUP
Cohere Labs 0453,Cohere Labs 0453,60.0,below_threshold,STARTUP
Mistral AI Labs 0454,Mistral AI Labs 0454,69.23,below_threshold,STARTUP
Hugging Face Labs 0455,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0456,Scale AI Labs 0456,63.64,below_threshold,STARTUP
Perplexity Labs 0457,Perplexity Labs 0457,71.43,below_threshold,STARTUP
Runway Labs 0458,Runway Labs 0458,60.0,below_threshold,STARTUP
Character AI Labs 0459,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0460,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0461,ElevenLabs Labs 0461,71.43,below_threshold,STARTUP
Cursor Labs 0462,Cursor Labs 0462,60.0,below_threshold,STARTUP
Replit Labs 0463,Replit Labs 0463,60.0,below_threshold,STARTUP
Databricks Labs 0464,Databricks Labs 0464,71.43,below_threshold,STARTUP
Snowflake Labs 0465,Snowflake Labs 0465,69.23,below_threshold,STARTUP
NVIDIA Labs 0466,NVIDIA Labs 0466,60.0,below_threshold,STARTUP
DeepMind Labs 0467,DeepMind Labs 0467,66.67,below_threshold,STARTUP
xAI Labs 0468,xAI Labs 0468,42.86,below_threshold,STARTUP
Adept Labs 0469,Adept Labs 0469,55.56,below_threshold,STARTUP
Inflection Labs 0470,Inflection Labs 0470,71.43,below_threshold,STARTUP
Jasper Labs 0471,Jasper Labs 0471,60.0,below_threshold,STARTUP
Glean Labs 0472,Glean Labs 0472,60.87,below_threshold,STARTUP
Harvey Labs 0473,Harvey Labs 0473,60.0,below_threshold,STARTUP
Pika Labs 0474,Pika Labs 0474,50.0,below_threshold,STARTUP
Suno Labs 0475,Suno Labs 0475,50.0,below_threshold,STARTUP
Together AI Labs 0476,Together AI Labs 0476,71.43,below_threshold,STARTUP
Groq Labs 0477,Groq Labs 0477,50.0,below_threshold,STARTUP
Replicate Labs 0478,Replicate Labs 0478,69.23,below_threshold,STARTUP
Weights & Biases Labs 0479,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0480,LangChain Labs 0480,69.23,below_threshold,STARTUP
Luma AI Labs 0481,Luma AI Labs 0481,60.0,below_threshold,STARTUP
Figure AI Labs 0482,Figure AI Labs 0482,66.67,below_threshold,STARTUP
Anduril Labs 0483,Anduril Labs 0483,63.64,below_threshold,STARTUP
Wayve Labs 0484,Wayve Labs 0484,55.56,below_threshold,STARTUP
Abridge Labs 0485,Abridge Labs 0485,63.64,below_threshold,STARTUP
Insitro Labs 0486,Insitro Labs 0486,63.64,below_threshold,STARTUP
Nscale Labs 0487,Nscale Labs 0487,60.0,below_threshold,STARTUP
Vanta Labs 0488,Vanta Labs 0488,55.56,below_threshold,STARTUP
Pinecone Labs 0489,Pinecone Labs 0489,66.67,below_threshold,STARTUP
Modal Labs 0490,Modal Labs 0490,55.56,below_threshold,STARTUP
Baseten Labs 0491,Baseten Labs 0491,63.64,below_threshold,STARTUP
Writer Labs 0492,Writer Labs 0492,60.0,below_threshold,STARTUP
Tome Labs 0493,Tome Labs 0493,50.0,below_threshold,STARTUP
Descript Labs 0494,Descript Labs 0494,66.67,below_threshold,STARTUP
AssemblyAI Labs 0495,AssemblyAI Labs 0495,71.43,below_threshold,STARTUP
DeepL Labs 0496,DeepL Labs 0496,55.56,below_threshold,STARTUP
Sakana AI Labs 0497,Sakana AI Labs 0497,66.67,below_threshold,STARTUP
Thinking Machines Labs 0498,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0499,Poolside Labs 0499,66.67,below_threshold,STARTUP
Magic Labs 0500,Magic Labs 0500,55.56,below_threshold,STARTUP
OpenAI Labs 0501,OpenAI Labs 0501,60.0,below_threshold,STARTUP
Anthropic Labs 0502,Anthropic Labs 0502,69.23,below_threshold,STARTUP
Cohere Labs 0503,Cohere Labs 0503,60.0,below_threshold,STARTUP
Mistral AI Labs 0504,Mistral AI Labs 0504,69.23,below_threshold,STARTUP
Hugging Face Labs 0505,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0506,Scale AI Labs 0506,63.64,below_threshold,STARTUP
Perplexity Labs 0507,Perplexity Labs 0507,71.43,below_threshold,STARTUP
Runway Labs 0508,Runway Labs 0508,60.0,below_threshold,STARTUP
Character AI Labs 0509,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0510,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0511,ElevenLabs Labs 0511,71.43,below_threshold,STARTUP
Cursor Labs 0512,Cursor Labs 0512,60.0,below_threshold,STARTUP
Replit Labs 0513,Replit Labs 0513,60.0,below_threshold,STARTUP
Databricks Labs 0514,Databricks Labs 0514,71.43,below_threshold,STARTUP
Snowflake Labs 0515,Snowflake Labs 0515,69.23,below_threshold,STARTUP
NVIDIA Labs 0516,NVIDIA Labs 0516,60.0,below_threshold,STARTUP
DeepMind Labs 0517,DeepMind Labs 0517,66.67,below_threshold,STARTUP
xAI Labs 0518,xAI Labs 0518,42.86,below_threshold,STARTUP
Adept Labs 0519,Adept Labs 0519,55.56,below_threshold,STARTUP
Inflection Labs 0520,Inflection Labs 0520,71.43,below_threshold,STARTUP
Jasper Labs 0521,Jasper Labs 0521,60.0,below_threshold,STARTUP
Glean Labs 0522,Glean Labs 0522,60.87,below_threshold,STARTUP
Harvey Labs 0523,Harvey Labs 0523,60.0,below_threshold,STARTUP
Pika Labs 0524,Pika Labs 0524,50.0,below_threshold,STARTUP
Suno Labs 0525,Suno Labs 0525,50.0,below_threshold,STARTUP
Together AI Labs 0526,Together AI Labs 0526,71.43,below_threshold,STARTUP
Groq Labs 0527,Groq Labs 0527,50.0,below_threshold,STARTUP
Replicate Labs 0528,Replicate Labs 0528,69.23,below_threshold,STARTUP
Weights & Biases Labs 0529,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0530,LangChain Labs 0530,69.23,below_threshold,STARTUP
Luma AI Labs 0531,Luma AI Labs 0531,60.0,below_threshold,STARTUP
Figure AI Labs 0532,Figure AI Labs 0532,66.67,below_threshold,STARTUP
Anduril Labs 0533,Anduril Labs 0533,63.64,below_threshold,STARTUP
Wayve Labs 0534,Wayve Labs 0534,55.56,below_threshold,STARTUP
Abridge Labs 0535,Abridge Labs 0535,63.64,below_threshold,STARTUP
Insitro Labs 0536,Insitro Labs 0536,63.64,below_threshold,STARTUP
Nscale Labs 0537,Nscale Labs 0537,60.0,below_threshold,STARTUP
Vanta Labs 0538,Vanta Labs 0538,55.56,below_threshold,STARTUP
Pinecone Labs 0539,Pinecone Labs 0539,66.67,below_threshold,STARTUP
Modal Labs 0540,Modal Labs 0540,55.56,below_threshold,STARTUP
Baseten Labs 0541,Baseten Labs 0541,63.64,below_threshold,STARTUP
Writer Labs 0542,Writer Labs 0542,60.0,below_threshold,STARTUP
Tome Labs 0543,Tome Labs 0543,50.0,below_threshold,STARTUP
Descript Labs 0544,Descript Labs 0544,66.67,below_threshold,STARTUP
AssemblyAI Labs 0545,AssemblyAI Labs 0545,71.43,below_threshold,STARTUP
DeepL Labs 0546,DeepL Labs 0546,55.56,below_threshold,STARTUP
Sakana AI Labs 0547,Sakana AI Labs 0547,66.67,below_threshold,STARTUP
Thinking Machines Labs 0548,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0549,Poolside Labs 0549,66.67,below_threshold,STARTUP
Magic Labs 0550,Magic Labs 0550,55.56,below_threshold,STARTUP
OpenAI Labs 0551,OpenAI Labs 0551,60.0,below_threshold,STARTUP
Anthropic Labs 0552,Anthropic Labs 0552,69.23,below_threshold,STARTUP
Cohere Labs 0553,Cohere Labs 0553,60.0,below_threshold,STARTUP
Mistral AI Labs 0554,Mistral AI Labs 0554,69.23,below_threshold,STARTUP
Hugging Face Labs 0555,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0556,Scale AI Labs 0556,63.64,below_threshold,STARTUP
Perplexity Labs 0557,Perplexity Labs 0557,71.43,below_threshold,STARTUP
Runway Labs 0558,Runway Labs 0558,60.0,below_threshold,STARTUP
Character AI Labs 0559,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0560,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0561,ElevenLabs Labs 0561,71.43,below_threshold,STARTUP
Cursor Labs 0562,Cursor Labs 0562,60.0,below_threshold,STARTUP
Replit Labs 0563,Replit Labs 0563,60.0,below_threshold,STARTUP
Databricks Labs 0564,Databricks Labs 0564,71.43,below_threshold,STARTUP
Snowflake Labs 0565,Snowflake Labs 0565,69.23,below_threshold,STARTUP
NVIDIA Labs 0566,NVIDIA Labs 0566,60.0,below_threshold,STARTUP
DeepMind Labs 0567,DeepMind Labs 0567,66.67,below_threshold,STARTUP
xAI Labs 0568,xAI Labs 0568,42.86,below_threshold,STARTUP
Adept Labs 0569,Adept Labs 0569,55.56,below_threshold,STARTUP
Inflection Labs 0570,Inflection Labs 0570,71.43,below_threshold,STARTUP
Jasper Labs 0571,Jasper Labs 0571,60.0,below_threshold,STARTUP
Glean Labs 0572,Glean Labs 0572,60.87,below_threshold,STARTUP
Harvey Labs 0573,Harvey Labs 0573,60.0,below_threshold,STARTUP
Pika Labs 0574,Pika Labs 0574,50.0,below_threshold,STARTUP
Suno Labs 0575,Suno Labs 0575,50.0,below_threshold,STARTUP
Together AI Labs 0576,Together AI Labs 0576,71.43,below_threshold,STARTUP
Groq Labs 0577,Groq Labs 0577,50.0,below_threshold,STARTUP
Replicate Labs 0578,Replicate Labs 0578,69.23,below_threshold,STARTUP
Weights & Biases Labs 0579,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0580,LangChain Labs 0580,69.23,below_threshold,STARTUP
Luma AI Labs 0581,Luma AI Labs 0581,60.0,below_threshold,STARTUP
Figure AI Labs 0582,Figure AI Labs 0582,66.67,below_threshold,STARTUP
Anduril Labs 0583,Anduril Labs 0583,63.64,below_threshold,STARTUP
Wayve Labs 0584,Wayve Labs 0584,55.56,below_threshold,STARTUP
Abridge Labs 0585,Abridge Labs 0585,63.64,below_threshold,STARTUP
Insitro Labs 0586,Insitro Labs 0586,63.64,below_threshold,STARTUP
Nscale Labs 0587,Nscale Labs 0587,60.0,below_threshold,STARTUP
Vanta Labs 0588,Vanta Labs 0588,55.56,below_threshold,STARTUP
Pinecone Labs 0589,Pinecone Labs 0589,66.67,below_threshold,STARTUP
Modal Labs 0590,Modal Labs 0590,55.56,below_threshold,STARTUP
Baseten Labs 0591,Baseten Labs 0591,63.64,below_threshold,STARTUP
Writer Labs 0592,Writer Labs 0592,60.0,below_threshold,STARTUP
Tome Labs 0593,Tome Labs 0593,50.0,below_threshold,STARTUP
Descript Labs 0594,Descript Labs 0594,66.67,below_threshold,STARTUP
AssemblyAI Labs 0595,AssemblyAI Labs 0595,71.43,below_threshold,STARTUP
DeepL Labs 0596,DeepL Labs 0596,55.56,below_threshold,STARTUP
Sakana AI Labs 0597,Sakana AI Labs 0597,66.67,below_threshold,STARTUP
Thinking Machines Labs 0598,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0599,Poolside Labs 0599,66.67,below_threshold,STARTUP
Magic Labs 0600,Magic Labs 0600,55.56,below_threshold,STARTUP
OpenAI Labs 0601,OpenAI Labs 0601,60.0,below_threshold,STARTUP
Anthropic Labs 0602,Anthropic Labs 0602,69.23,below_threshold,STARTUP
Cohere Labs 0603,Cohere Labs 0603,60.0,below_threshold,STARTUP
Mistral AI Labs 0604,Mistral AI Labs 0604,69.23,below_threshold,STARTUP
Hugging Face Labs 0605,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0606,Scale AI Labs 0606,63.64,below_threshold,STARTUP
Perplexity Labs 0607,Perplexity Labs 0607,71.43,below_threshold,STARTUP
Runway Labs 0608,Runway Labs 0608,60.0,below_threshold,STARTUP
Character AI Labs 0609,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0610,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0611,ElevenLabs Labs 0611,71.43,below_threshold,STARTUP
Cursor Labs 0612,Cursor Labs 0612,60.0,below_threshold,STARTUP
Replit Labs 0613,Replit Labs 0613,60.0,below_threshold,STARTUP
Databricks Labs 0614,Databricks Labs 0614,71.43,below_threshold,STARTUP
Snowflake Labs 0615,Snowflake Labs 0615,69.23,below_threshold,STARTUP
NVIDIA Labs 0616,NVIDIA Labs 0616,60.0,below_threshold,STARTUP
DeepMind Labs 0617,DeepMind Labs 0617,66.67,below_threshold,STARTUP
xAI Labs 0618,xAI Labs 0618,42.86,below_threshold,STARTUP
Adept Labs 0619,Adept Labs 0619,55.56,below_threshold,STARTUP
Inflection Labs 0620,Inflection Labs 0620,71.43,below_threshold,STARTUP
Jasper Labs 0621,Jasper Labs 0621,60.0,below_threshold,STARTUP
Glean Labs 0622,Glean Labs 0622,60.87,below_threshold,STARTUP
Harvey Labs 0623,Harvey Labs 0623,60.0,below_threshold,STARTUP
Pika Labs 0624,Pika Labs 0624,50.0,below_threshold,STARTUP
Suno Labs 0625,Suno Labs 0625,50.0,below_threshold,STARTUP
Together AI Labs 0626,Together AI Labs 0626,71.43,below_threshold,STARTUP
Groq Labs 0627,Groq Labs 0627,50.0,below_threshold,STARTUP
Replicate Labs 0628,Replicate Labs 0628,69.23,below_threshold,STARTUP
Weights & Biases Labs 0629,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0630,LangChain Labs 0630,69.23,below_threshold,STARTUP
Luma AI Labs 0631,Luma AI Labs 0631,60.0,below_threshold,STARTUP
Figure AI Labs 0632,Figure AI Labs 0632,66.67,below_threshold,STARTUP
Anduril Labs 0633,Anduril Labs 0633,63.64,below_threshold,STARTUP
Wayve Labs 0634,Wayve Labs 0634,55.56,below_threshold,STARTUP
Abridge Labs 0635,Abridge Labs 0635,63.64,below_threshold,STARTUP
Insitro Labs 0636,Insitro Labs 0636,63.64,below_threshold,STARTUP
Nscale Labs 0637,Nscale Labs 0637,60.0,below_threshold,STARTUP
Vanta Labs 0638,Vanta Labs 0638,55.56,below_threshold,STARTUP
Pinecone Labs 0639,Pinecone Labs 0639,66.67,below_threshold,STARTUP
Modal Labs 0640,Modal Labs 0640,55.56,below_threshold,STARTUP
Baseten Labs 0641,Baseten Labs 0641,63.64,below_threshold,STARTUP
Writer Labs 0642,Writer Labs 0642,60.0,below_threshold,STARTUP
Tome Labs 0643,Tome Labs 0643,50.0,below_threshold,STARTUP
Descript Labs 0644,Descript Labs 0644,66.67,below_threshold,STARTUP
AssemblyAI Labs 0645,AssemblyAI Labs 0645,71.43,below_threshold,STARTUP
DeepL Labs 0646,DeepL Labs 0646,55.56,below_threshold,STARTUP
Sakana AI Labs 0647,Sakana AI Labs 0647,66.67,below_threshold,STARTUP
Thinking Machines Labs 0648,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0649,Poolside Labs 0649,66.67,below_threshold,STARTUP
Magic Labs 0650,Magic Labs 0650,55.56,below_threshold,STARTUP
OpenAI Labs 0651,OpenAI Labs 0651,60.0,below_threshold,STARTUP
Anthropic Labs 0652,Anthropic Labs 0652,69.23,below_threshold,STARTUP
Cohere Labs 0653,Cohere Labs 0653,60.0,below_threshold,STARTUP
Mistral AI Labs 0654,Mistral AI Labs 0654,69.23,below_threshold,STARTUP
Hugging Face Labs 0655,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0656,Scale AI Labs 0656,63.64,below_threshold,STARTUP
Perplexity Labs 0657,Perplexity Labs 0657,71.43,below_threshold,STARTUP
Runway Labs 0658,Runway Labs 0658,60.0,below_threshold,STARTUP
Character AI Labs 0659,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0660,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0661,ElevenLabs Labs 0661,71.43,below_threshold,STARTUP
Cursor Labs 0662,Cursor Labs 0662,60.0,below_threshold,STARTUP
Replit Labs 0663,Replit Labs 0663,60.0,below_threshold,STARTUP
Databricks Labs 0664,Databricks Labs 0664,71.43,below_threshold,STARTUP
Snowflake Labs 0665,Snowflake Labs 0665,69.23,below_threshold,STARTUP
NVIDIA Labs 0666,NVIDIA Labs 0666,60.0,below_threshold,STARTUP
DeepMind Labs 0667,DeepMind Labs 0667,66.67,below_threshold,STARTUP
xAI Labs 0668,xAI Labs 0668,42.86,below_threshold,STARTUP
Adept Labs 0669,Adept Labs 0669,55.56,below_threshold,STARTUP
Inflection Labs 0670,Inflection Labs 0670,71.43,below_threshold,STARTUP
Jasper Labs 0671,Jasper Labs 0671,60.0,below_threshold,STARTUP
Glean Labs 0672,Glean Labs 0672,60.87,below_threshold,STARTUP
Harvey Labs 0673,Harvey Labs 0673,60.0,below_threshold,STARTUP
Pika Labs 0674,Pika Labs 0674,50.0,below_threshold,STARTUP
Suno Labs 0675,Suno Labs 0675,50.0,below_threshold,STARTUP
Together AI Labs 0676,Together AI Labs 0676,71.43,below_threshold,STARTUP
Groq Labs 0677,Groq Labs 0677,50.0,below_threshold,STARTUP
Replicate Labs 0678,Replicate Labs 0678,69.23,below_threshold,STARTUP
Weights & Biases Labs 0679,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0680,LangChain Labs 0680,69.23,below_threshold,STARTUP
Luma AI Labs 0681,Luma AI Labs 0681,60.0,below_threshold,STARTUP
Figure AI Labs 0682,Figure AI Labs 0682,66.67,below_threshold,STARTUP
Anduril Labs 0683,Anduril Labs 0683,63.64,below_threshold,STARTUP
Wayve Labs 0684,Wayve Labs 0684,55.56,below_threshold,STARTUP
Abridge Labs 0685,Abridge Labs 0685,63.64,below_threshold,STARTUP
Insitro Labs 0686,Insitro Labs 0686,63.64,below_threshold,STARTUP
Nscale Labs 0687,Nscale Labs 0687,60.0,below_threshold,STARTUP
Vanta Labs 0688,Vanta Labs 0688,55.56,below_threshold,STARTUP
Pinecone Labs 0689,Pinecone Labs 0689,66.67,below_threshold,STARTUP
Modal Labs 0690,Modal Labs 0690,55.56,below_threshold,STARTUP
Baseten Labs 0691,Baseten Labs 0691,63.64,below_threshold,STARTUP
Writer Labs 0692,Writer Labs 0692,60.0,below_threshold,STARTUP
Tome Labs 0693,Tome Labs 0693,50.0,below_threshold,STARTUP
Descript Labs 0694,Descript Labs 0694,66.67,below_threshold,STARTUP
AssemblyAI Labs 0695,AssemblyAI Labs 0695,71.43,below_threshold,STARTUP
DeepL Labs 0696,DeepL Labs 0696,55.56,below_threshold,STARTUP
Sakana AI Labs 0697,Sakana AI Labs 0697,66.67,below_threshold,STARTUP
Thinking Machines Labs 0698,Thinking Machines,80.0,rapidfuzz_ratio,STARTUP
Poolside Labs 0699,Poolside Labs 0699,66.67,below_threshold,STARTUP
Magic Labs 0700,Magic Labs 0700,55.56,below_threshold,STARTUP
OpenAI Labs 0701,OpenAI Labs 0701,60.0,below_threshold,STARTUP
Anthropic Labs 0702,Anthropic Labs 0702,69.23,below_threshold,STARTUP
Cohere Labs 0703,Cohere Labs 0703,60.0,below_threshold,STARTUP
Mistral AI Labs 0704,Mistral AI Labs 0704,69.23,below_threshold,STARTUP
Hugging Face Labs 0705,Hugging Face,73.33,rapidfuzz_ratio,STARTUP
Scale AI Labs 0706,Scale AI Labs 0706,63.64,below_threshold,STARTUP
Perplexity Labs 0707,Perplexity Labs 0707,71.43,below_threshold,STARTUP
Runway Labs 0708,Runway Labs 0708,60.0,below_threshold,STARTUP
Character AI Labs 0709,Character AI,73.33,rapidfuzz_ratio,STARTUP
Stability AI Labs 0710,Stability AI,73.33,rapidfuzz_ratio,STARTUP
ElevenLabs Labs 0711,ElevenLabs Labs 0711,71.43,below_threshold,STARTUP
Cursor Labs 0712,Cursor Labs 0712,60.0,below_threshold,STARTUP
Replit Labs 0713,Replit Labs 0713,60.0,below_threshold,STARTUP
Databricks Labs 0714,Databricks Labs 0714,71.43,below_threshold,STARTUP
Snowflake Labs 0715,Snowflake Labs 0715,69.23,below_threshold,STARTUP
NVIDIA Labs 0716,NVIDIA Labs 0716,60.0,below_threshold,STARTUP
DeepMind Labs 0717,DeepMind Labs 0717,66.67,below_threshold,STARTUP
xAI Labs 0718,xAI Labs 0718,42.86,below_threshold,STARTUP
Adept Labs 0719,Adept Labs 0719,55.56,below_threshold,STARTUP
Inflection Labs 0720,Inflection Labs 0720,71.43,below_threshold,STARTUP
Jasper Labs 0721,Jasper Labs 0721,60.0,below_threshold,STARTUP
Glean Labs 0722,Glean Labs 0722,60.87,below_threshold,STARTUP
Harvey Labs 0723,Harvey Labs 0723,60.0,below_threshold,STARTUP
Pika Labs 0724,Pika Labs 0724,50.0,below_threshold,STARTUP
Suno Labs 0725,Suno Labs 0725,50.0,below_threshold,STARTUP
Together AI Labs 0726,Together AI Labs 0726,71.43,below_threshold,STARTUP
Groq Labs 0727,Groq Labs 0727,50.0,below_threshold,STARTUP
Replicate Labs 0728,Replicate Labs 0728,69.23,below_threshold,STARTUP
Weights & Biases Labs 0729,Weights & Biases,80.0,rapidfuzz_ratio,STARTUP
LangChain Labs 0730,LangChain Labs 0730,69.23,below_threshold,STARTUP
Luma AI Labs 0731,Luma AI Labs 0731,60.0,below_threshold,STARTUP
